,FacilityName,Latitude,Longitude,LocationAddress,City,State,ZIP,County,FIPScode,PrimaryNAICS,SecondPrimaryNAICS,IndustryType,TRI_Air_Emissions_10_in_lbs,TRI_Air_Emissions_11_in_lbs,TRI_Air_Emissions_12_in_lbs,TRI_Air_Emissions_13_in_lbs,GHG_Direct_Emissions_10_in_metric_tons,GHG_Direct_Emissions_11_in_metric_tons,GHG_Direct_Emissions_12_in_metric_tons,GHG_Direct_Emissions_13_in_metric_tons,GHG_Direct_Emissions_14_in_metric_tons
4045,MONROE COUNTY LANDFILL,39.2808,-86.4739,"7740 NORTH FISH RD., 6 MI NE OF BLOOMINGTON",BLOOMINGTON,IN,47408-8600,MONROE,18105.0,562212,,Waste,,,,,57051.08959535283,47677.13523337283,55759.96652080698,31796.5998505636,55973.31026927001
4046,"EPNG STATION 6398, WINK, TX",31.748845,-103.162501,6963 COUNTY ROAD 201,WINK,TX,79789,WINKLER,48495.0,486210,,Petroleum and Natural Gas Systems,,,,,,69443.92411576885,29972.400630215507,48305.70402075341,52557.178128168845
4047,HOLCIM (US) INC HOLLY HILL PLANT,33.274725,-80.433468,200 SAFETY ST (HWY 453),HOLLY HILL,SC,29059,ORANGEBURG,45075.0,327310,,Minerals,25484.35481602029,20768.02271992402,31050.320437311995,32991.27424353368,26449.65094574353,14842.384600905716,76213.6227600273,35602.004405240004,37744.15965302675
4048,NATURAL GAS PIPELIN/STA 801,34.433401,-97.503067,2 MI NW OF,RATLIFF CITY,OK,73481,CARTER,40019.0,486210,,Petroleum and Natural Gas Systems,,,,,65820.47760351628,280560.824144484,333830.8737516765,291020.91907763697,230740.6151570649
4049,KNOTT PIT LANDFILL,44.01209,-121.2544,61000 SE 27TH ST,BEND,OR,97702,DESCHUTES,41017.0,562212,,Waste,,,,,66357.64529789044,100704.62821359251,73782.67149054965,101274.7190379587,202505.3449678531
4050,GULF SOUTH PIPELINE CO - HALL SUMMIT COMPRESSOR STATION,32.24565,-93.28233,407 HWY 371,RINGGOLD,LA,71068-7209,BIENVILLE,22013.0,486210,,Petroleum and Natural Gas Systems,,,,,1073921.6806776733,278244.5822460826,4789375.489703151,1096625.649589968,971897.7205429724
4051,MARIPOSA ENERGY PROJECT,37.790571,-121.604896,4887 BRUNS RD,BYRON,CA,94514,ALAMEDA,6001.0,221112,,Power Plants,,,,,,,3449854.3561656866,1333272.018100946,789025.8909453619
4052,TULSA LFG LLC / AMERICAN ENVIR LNDFLL,36.163345,-96.188988,212 N 177TH WEST AVE,SAND SPRINGS,OK,74063,OSAGE,40113.0,562212,,Waste,,,,,57920.004909062925,36403.39420016614,49188.61648849416,49986.28052767278,49874.79714402643
4053,SUNRISE LANDFILL,36.141347,-115.00308,7900 E. VEGAS VALLEY,LAS VEGAS,NV,89142-3604,CLARK,32003.0,562212,,Waste,,,,,43881.89828053546,30161.3912797097,53551.31274883144,48831.500164952384,26386.288480531886
4054,QUAIL HOLLOW LANDFILL,35.389485,-86.310046,549 POWELL HOLLOW ROAD,SHELBYVILLE,TN,37160,BEDFORD,47003.0,562212,,Waste,,,,,34533.07763882047,28342.594951968567,76055.57620961795,39158.59551268145,32387.86046277113
4055,SPARTAN LIGHT METAL PRODUCTS INC,39.154611,-91.912583,2510 LAKEVIEW RD,MEXICO,MO,65265,AUDRAIN,29007.0,331523,331522.0,Metals,32006.20730217444,23384.99102769689,29891.747664402534,34749.35810179625,54460.56524739098,74143.27639638561,82580.43470505871,72293.15616963831,75305.19873635311
4056,"GOLDEN GRAIN ENERGY, LLC",43.112027,-93.227729,14542 240TH STREET,MASON CITY,IA,50401,CERRO GORDO,19033.0,325193,,"Other,Waste",30469.39619935907,26355.73874172153,19681.092294354246,16240.978575512036,53217.74946064437,13306.196493321992,35527.13095704641,32616.02423099959,72750.9109938544
4057,CAMPBELL COUNTY LANDFILL,37.27965,-79.15261,427 LIVESTOCK RD,RUSTBURG,VA,24588,CAMPBELL,51031.0,562212,,Waste,,,,,220062.503872585,301589.8447565311,308330.6818930815,189570.0329080424,329042.18154114136
4058,SUPERIOR LANDFILL & RECYCLING CENTER,32.026062,-81.278547,3001 LITTLE NECK ROAD,SAVANNAH,GA,31419-9037,CHATHAM,13051.0,562212,,Waste,,,,,178069.98751798025,151026.79100183136,177618.06810963803,168817.08941526184,261433.38801402168
4059,MOHAWK INDUSTRIES INC LEES CARPETS DIV,37.636093,-79.446451,404 ANDERSON ST,GLASGOW,VA,24555,ROCKBRIDGE,51163.0,314110,,Other,,,,,59083.48536328549,16938.832994486314,33336.208201796966,20592.948184928453,6395.598475494735
4060,BLUEGRASS GENERATION,38.390267,-85.413258,3200 W HWY 146,LA GRANGE,KY,40031,OLDHAM,21185.0,221112,,Power Plants,,,,,129938.67050878496,46649.9197596889,112162.65797239408,53859.57970715644,51217.15929628279
4061,SHULTZ STEEL COMPANY,33.94861,-118.17453,5321 E FIRESTONE BLVD,SOUTH GATE,CA,90280,LOS ANGELES,6037.0,332111,331221.0,Metals,29017.11216440375,30383.2187544012,21054.982146618648,26316.887162040653,287454.3456626111,253961.3094988291,223791.9391086816,259170.97883653623,218596.6840295673
4062,PRINCE WILLIAM COUNTY SANITARY LANDFILL,38.634597,-77.428519,14811 DUMFRIES ROAD,MANASSAS,VA,20112-3941,PRINCE WILLIAM,51153.0,562212,,Waste,,,,,62272.0937587863,51693.17971050071,46630.0227685277,66025.11879461046,42147.00899370885
4063,ROSE VALLEY GAS PLANT,36.66771,-98.75314,,ALVA,OK,73717,WOODS,40151.0,211112,,Petroleum and Natural Gas Systems,,,,,,,,,103660.01806433249
4064,CHATEAU FRESNO LANDFILL,36.68793,-119.94582,8662 W MUSCAT AVENUE,FRESNO,CA,93725,FRESNO,6019.0,562212,,Waste,,,,,344692.09234570607,488970.23442052375,2774295.085441271,1434064.481750432,1296159.2045571683
4065,OAK GROVE PLANT,39.87359,-80.69259,5258 FORK RIDGE ROAD,MOUNDSVILLE,WV,26041,MARSHALL,54051.0,211112,,"Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",,,,,,,,,82307.21489510292
4066,ALCOA WENATCHEE WORKS,47.3567,-120.1273,6200 MALAGA HIGHWAY,MALAGA,WA,98828,CHELAN,53007.0,331313,331312.0,Metals,33177.50668706832,35499.60103386328,35267.39299042903,34236.79797878599,22227.5611158022,26923.89699918412,5598.0458415539615,16479.538070110568,1326.265039340964
4067,HOLCIM US INC/ADA PLT,34.76754,-96.69652,14500 CR 1550,ADA,OK,74820,PONTOTOC,40123.0,327310,,Minerals,21604.201358418548,24315.19503100949,19637.627005616967,15984.106226351743,66696.87064121471,46627.829471871766,47523.99064861608,42495.88688246235,70643.14454321776
4068,W H SAMMIS PLANT,40.5308,-80.6311,29503 STATE ROUTE 7,STRATTON,OH,43961,JEFFERSON,39081.0,221112,,Power Plants,32069.444341294788,12927.6957376009,88480.89318253897,8805.80368579198,88647.0082906834,69879.09521725483,83849.48151349396,67173.48719371334,73985.98854208713
4069,TULLYTOWN RESOURCE RECOVER FACILITY (TRRF) LANDFILL,40.133394,-74.804474,200 BORDENTOWN ROAD,TULLYTOWN,PA,19007-6309,BUCKS,42017.0,562212,,Waste,,,,,38980.61974268273,31239.81139600954,57340.62746438594,38155.63052672864,25000.37105736856
4070,THE ANDERSONS MARATHON ETHANOL LLC - GREENVILLE OPERATIONS,40.081111,-84.591667,5728 E SEBRING WARNER RD,GREENVILLE,OH,45331,DARKE,39037.0,325193,,"Other,Suppliers of CO2,Waste",23923.663858710985,27135.318761745533,29919.981404478323,23915.175820686607,13522.100293068652,57140.476103714944,72678.15820919699,62712.48502131936,103500.79990325694
4071,"TENNESSEE GAS PIPELINE COMPANY, STATION 87",36.615862,-86.558936,208 TGT ROAD,PORTLAND,TN,37148-9737,SUMNER,47165.0,486210,,Petroleum and Natural Gas Systems,,,,,,,747960.8066600765,102677.61716289954,619500.8217872384
4072,HUFF,35.530561,-100.114078,"35.5305611, -100.1140778",WHEELER,TX,79096,WHEELER,48483.0,486210,,Petroleum and Natural Gas Systems,,,,,43510.18437578849,41007.63714698491,72493.43503377656,32048.75658108016,29095.90303061174
4073,TYSON FOODS INC UNION CITY PROCESSING,36.419221,-89.005841,2800 E TYSON DR,UNION CITY,TN,38261,OBION,47131.0,311615,,"Other,Waste",37906.27968812276,33993.18585853806,26285.92677344335,33570.62608048676,76642.06835580108,44581.66651297569,28770.128402850554,55907.76127441166,17105.676279934443
4074,KEARNY MSLA : 1-D LANDFILL,40.749546,-74.135772,1500 HARRISON AVENUE,KEARNY,NJ,7032,HUDSON,34017.0,562212,,Waste,,,,,99388.7058372868,79811.05878927372,275376.7126368928,802788.5527988226,194556.51944169257
4075,NEW ENERGY CORP,41.65799,-86.29391,3201 W CALVERT ST,SOUTH BEND,IN,46613,ST JOSEPH,18141.0,325193,,"Other,Suppliers of CO2",,,,,279283.6501163415,283314.75600909,319993.90276348696,180667.06669716173,253890.81000989032
4076,THOMPSON COMPRESSOR STATION,36.83409,-108.09709,6 MILES NW OF AZTEC,AZTEC,NM,87410,SAN JUAN,35045.0,213112,,Petroleum and Natural Gas Systems,,,,,,,76589.18481017048,47188.32760474841,15957.914890129094
4077,UNIVERSITY OF NORTHERN IOWA - POWER PLANT,42.51021,-92.4682,1901 W. 30TH ST.,CEDAR FALLS,IA,50614,BLACK HAWK,19013.0,611310,,Other,,,,,40253.77493447096,19317.15473017029,32276.91696543632,14579.89439112992,43569.91672745783
4078,MAUI ELECTRIC CO LTD PALAAU GENERATING STATION,21.105933,-157.06419,32 ULILI ST,KAUNAKAKAI,HI,96748,MAUI,15009.0,221112,,Power Plants,34545.01894030221,25809.645408619825,33856.839326978654,36551.72745370868,327618.3937013658,504313.314387543,90991.93570171612,39938.04636535219,989719.5786756964
4079,VALERO REFINING CO - OKLAHOMA VALERO ARDMORE REFINERY,34.20569,-97.10417,1 VALERO WAY,ARDMORE,OK,73401,CARTER,40019.0,324110,,"Chemicals,Petroleum Product Suppliers,Refineries",,,,,289430.742108023,228648.9910707704,316041.0551625172,64391.417890051045,91596.34009617826
4080,GREAT RIVER ENERGY COAL CREEK STATION,47.378062,-101.157346,2675 3RD STREET SOUTHWEST,UNDERWOOD,ND,585769596,MCLEAN,38055.0,221112,,"Power Plants,Waste",34610.6235387901,27405.1567428777,39480.77770145461,38076.0342730453,1238637.126498207,336901.740889838,677802.5743340028,576372.7495939842,1014767.5807452728
4081,JOHN SEXTON SAND & GRAVEL CORP,41.83491,-87.91633,11700 W 31ST ST,WESTCHESTER,IL,60154,COOK,17031.0,562212,,Waste,,,,,80748.05566160388,90903.08596452314,70156.43538770631,40997.40484671436,48468.929000836986
4082,DRCC-McClure River Prep Plant,37.084613,-82.37256,7546 Gravel Lick Road,MCCLURE,VA,24269,DICKENSON,51051.0,212111,,Other,,,,,,,58875.51607686958,20491.27802275544,36033.78334983676
4083,OGDEN MARTIN SYS OF FAIRFAX,38.6954,-77.2407,9898 FURNACE ROAD,LORTON,VA,22079-2609,FAIRFAX,51059.0,562213,,Waste,,,,,42096.35560016278,49216.32083773678,68265.29143662608,20371.691532511064,33214.43806705627
4084,NORTHEASTERN POWER CO,40.873698,-76.003261,ROUTE 309 SOUTH,MCADOO,PA,18237,SCHUYLKILL,42107.0,221112,,Power Plants,36846.36849234577,34537.333278610095,29665.95687664763,33551.399293341434,65827.78990376471,73421.44181744069,1336723.1988770284,41063.59879709171,1087210.6980037787
4085,BOLDMAN NG LIQUIDS EXTRACTION FACILITY,37.500225,-82.589269,6072 HURRICANE ROAD,PIKEVILLE,KY,41501,PIKE,21195.0,211112,,Petroleum and Natural Gas Systems,,,,,,60146.90586380784,75624.20725030566,27680.035850285487,24077.51642810636
4086,PANHANDLE EASTERN-TUSCOLA,39.790242,-88.358652,575 E US HWY 36,TUSCOLA,IL,61953-7586,DOUGLAS,17041.0,486210,,Petroleum and Natural Gas Systems,,,,,17225.89005039956,28635.09594911924,31219.855699371805,35024.70219993983,37803.056404875446
4087,ADM CORN PROCESSING-COLUMBUS,41.42139,-97.288612,3000 E 8TH ST,COLUMBUS,NE,68601,PLATTE,31141.0,311221,,"Other,Waste",35954.5650295924,36357.02574207918,42627.33673404697,31785.044015395542,273336.9075170739,175277.91577807267,193641.7034772332,48973.279212572765,140737.60131857626
4088,CITY OF GARLAND CASTLE DRIVE LANDFILL,32.933331,-96.583893,3637 CASTLE DR,GARLAND,TX,75040,DALLAS,48113.0,562212,,Waste,,,,,71809.11448023515,85495.75070177077,52829.18523465526,44364.38579547522,26115.817551134445
4089,SOUTHERN CALIFORNIA GAS COMPANY BLYTHE STATION,33.60344,-114.64339,13100 WEST 14TH AVENUE,BLYTHE,CA,92225-9406,RIVERSIDE,6065.0,486210,,Petroleum and Natural Gas Systems,,,,,,85361.77828204515,97177.76491788382,68811.11369162628,88721.29516354698
4090,ARCELORMITTAL CLEVELAND LLC DBA ARCELORMITTAL WARREN,41.21013,-80.81558,2234 MAIN AVE SW,WARREN,OH,44481,TRUMBULL,39155.0,324199,,Metals,26754.370190708363,22266.38459660025,24887.762246108254,30450.124637985915,124668.29663904772,23112.08453287706,71336.76650609236,21937.195104768925,20329.5935203232
4091,ENTERGY LOUISIANA LLC - STERLINGTON GENERATING PLANT,32.70444,-92.07917,101 BOARDMAN AVENUE,STERLINGTON,LA,71280-3644,OUACHITA,22073.0,221112,,Power Plants,,,,,82197.72654803885,53279.63097448908,14504.424982586404,4285.609896170528,6189.636804299364
4092,CORONADO GENERATING STATION,34.577778,-109.272222,7 MI NE OF ST JOHN'S AZ OFF HWY 191,SAINT JOHNS,AZ,85936,APACHE,4001.0,221112,,"Power Plants,Waste",30266.562394968994,36529.30857755176,25866.89975319234,25330.788623013308,106480.3401321078,43492.80185077823,47539.00432143201,42781.74701411116,54171.39321343992
4093,"ENTERGY MISSISSIPPI INC, REX BROWN PLANT",32.356139,-90.213306,1960 WEST NORTHSIDE DRIVE,JACKSON,MS,39213-4757,HINDS,28049.0,221112,,Power Plants,,,,,57116.08835400071,7594.851212997855,19324.802107764503,9199.450495623998,1850.918280897204
4094,JOHN MORRELL & CO,43.5634,-96.7188,1400 N WEBER AVE,SIOUX FALLS,SD,571175266,MINNEHAHA,46099.0,311611,,"Other,Waste",37644.968810146405,40655.672972359534,35390.16698136466,25748.30347084814,3147397.9719893816,733833.5398229709,2272182.437159781,1121008.125339896,1911336.4788576649
4095,US OIL AND REFINING CO,47.257694,-122.395259,3001 MARSHALL AVE,TACOMA,WA,984213116,PIERCE,53053.0,324110,,"Petroleum Product Suppliers,Refineries",21886.460701652417,16142.072972198694,19729.03280602656,13959.901520030391,96864.65388652046,242260.5498609519,264454.286769473,40261.501964543255,290904.5365591734
4096,ESSROC SAN JUAN,18.466224,-66.105724,"ROAD PR-2, KM 26.7",DORADO,PR,646,DORADO,72051.0,212312,,Minerals,,,,,828899.9755094337,639072.3597343592,794488.8287710013,99663.952915545,85928.98137520452
4097,ARCELORMITTAL MONESSEN LLC COKE PLANT,40.161547,-79.883469,345 DONNER AVE,MONESSEN,PA,15062,WESTMORELAND,42129.0,324199,,Metals,,,,,,,,,1199017.5828973276
4098,ABBOTT LABS PHARMACEUTICAL RESEARCH CTR,42.30227,-87.89065,100 ABBOTT PARK RD,ABBOTT PARK,IL,60064-3500,LAKE,17097.0,424210,,Other,,,,,105386.34741480474,46286.25400187977,63883.043516802834,64116.58047632925,201507.5490592627
4099,CEMEX INC FAIRBORN CEMENT PLANT,39.7779,-83.9661,3250 LINEBAUGH RD,XENIA,OH,45385,GREENE,39057.0,327310,,Minerals,33466.827595111106,28897.20484785204,25551.745635960408,23427.921516396927,98865.0232578115,124087.75417971486,55163.26181009277,63219.48181421923,144570.10434266296
4100,MGPI PROCESSING INC,39.561,-95.1333,1300 MAIN ST,ATCHISON,KS,66002,ATCHISON,20005.0,312140,,"Other,Waste",22303.669025723088,24304.559334398404,22559.70677428892,11198.583279564016,51991.47184092632,592501.6017274123,863707.2149723592,29688.1844823843,76569.82599168606
4101,US TVA SHAWNEE FOSSIL PLANT,37.151953,-88.777328,7900 METROPOLIS LAKE RD,WEST PADUCAH,KY,42086,MCCRACKEN,21145.0,221112,,Power Plants,25146.517958856948,13733.906375636623,410707.5195593126,18784.78477062046,59059.90128682671,15761.431396236636,78246.09655554302,78928.5732028652,1570062.6553919588
4102,BROWNING FERRIS - SOLLEY ROAD LANDFILL,39.156831,-76.569505,7890 SOLLEY RD,GLEN BURNIE,MD,21060,ANNE ARUNDEL,24003.0,562212,,Waste,,,,,62668.02203298832,93253.22353988871,79754.13991160097,80686.53825475453,96050.25119128838
4103,TEMPLE UNIVERSITY,39.979354,-75.151017,1009 WEST MONTGOMERY AVENUE,PHILADELPHIA,PA,19122-6019,PHILADELPHIA,42101.0,611310,,Other,,,,,36617.141506092186,66197.74496827406,46578.26820196756,39285.74379917288,33915.3413791672
4104,DESOTO - WEST CUTTHROAT CPF-2,35.500956,-92.232817,400 WALLER ROAD,QUITMAN,AR,72131,CLEBURNE,5023.0,213112,,Petroleum and Natural Gas Systems,,,,,38945.6634977867,25592.405389297564,41439.118898420085,9956.999431286698,4440.524812718926
4105,US NAVY PATUXENT RIVER NAVAL AIR STATION,38.27069,-76.41944,22445 PEARY RD,PATUXENT RIVER,MD,206701181,ST MARYS,24037.0,928110,,Other,184128.6637433035,24142.859854510298,39594.86251053755,35549.48862639975,964772.8172164452,680290.2066986717,643635.1295616305,208010.9565953097,614412.3356067475
4106,INLET DISTRICT ENERGY CENTER,39.364936,-74.415557,121 SOUTH MASSACHUSETTS AVENUE,ATLANTIC CITY,NJ,8401,ATLANTIC,34001.0,221112,,Power Plants,,,,,,,197166.33278734348,176292.79801227347,81800.13832888094
4107,CITY OF MIDLAND MUNICIPAL SOLID WASTE FACILITY,43.6314,-84.17453,4311 E. ASHMAN ST.,MIDLAND,MI,48642-8882,MIDLAND,26111.0,562212,,Waste,,,,,251626.8533254545,66494.41780221822,281641.4986669737,57936.05430584691,208474.73166491315
4108,CARGILL INC,37.70884,-97.32977,1417 NORTH BARWISE STREET,WICHITA,KS,67214,SEDGWICK,20173.0,311222,,Other,,,,,69733.72055981836,47022.22338645216,21269.98651791371,38329.47066991608,22122.920174019204
4109,ARDEN LF,40.208427,-80.264771,200 RANGOS LANE,WASHINGTON,PA,15301,WASHINGTON,42125.0,562212,,Waste,,,,,117293.73632419803,93520.81436831722,78140.48774511702,42480.86916452676,53323.78540190816
4110,TEXAS MEDICAL CENTER,29.703682,-95.396186,1615 BRAESWOOD,HOUSTON,TX,77030-3903,HARRIS,48201.0,221310,,Other,,,,,62182.185280031,72683.84031998084,59692.91722348851,69086.47106706885,27671.797639174765
4111,BASIC AMERICAN FOODS,47.07747,-119.21853,538 POTATO FRONTAGE RD SE.,MOSES LAKE,WA,98837,GRANT,53025.0,311423,,Other,,,,,,,99310.78339272903,86326.31129392548,77219.30978827864
4112,INVISTA SA RL-WAYNESBORO FACILITY,38.061111,-78.883333,400 DU PONT BLVD,WAYNESBORO,VA,229809998,AUGUSTA,51015.0,325220,325222.0,Other,14826.81793915609,18076.65074036596,14840.122703254734,15293.62104416379,45389.05188822972,48567.02861061972,45301.93190428093,26171.2928052399,57339.24033956231
4113,LYON COUNTY,44.3473,-95.9023,8 MI SW OF MARSHALL OFF OF HIGHWAY 23,LYND,MN,56157,LYON,27083.0,562212,,Waste,,,,,203161.427801901,192766.3032957518,307432.71058118314,590503.4685917887,320286.77487375913
4114,US GYPSUM CO,30.38179,-81.63793,6825 EVERGREEN AVE,JACKSONVILLE,FL,32208,DUVAL,12031.0,327420,,Minerals,39730.771900397056,32085.735542041333,27165.10159008989,29745.618902012586,64698.2733022474,16595.65226761548,48761.46331454651,23340.92470435989,39616.11693578972
4115,ROLLS-ROYCE STENNIS OUTDOOR TEST FACILITY,30.38,-89.61,H1 TEST SITE-BLDG. 5002,STENNIS SPACE CENTER,MS,39529,HANCOCK,28045.0,336412,,Other,,,,,,,,,1474232.1401754173
4116,REPUBLIC GYPSUM CO,34.66,-99.587222,0.25 MILES W OF,DUKE,OK,73532,JACKSON,40065.0,327420,,Minerals,,,,,75631.86629360088,48285.63196266934,12377.884260131934,25975.96365582269,24980.839842502024
4117,DELAWARE COMPRESSOR STATION,,,,ORLA,TX,79770,REEVES,48389.0,211111,,Petroleum and Natural Gas Systems,,,,,,,,,76771.67060379412
4118,ANHEUSER-BUSCH LLC,38.59777,-90.20941,1 BUSCH PL,ST LOUIS,MO,631181852,ST LOUIS (CITY),29510.0,312120,,"Other,Suppliers of CO2",35090.50775653464,34400.56509310967,29851.504033747675,29029.65646811448,83308.32594574505,206458.46970170047,163285.90676107316,70196.46582062429,387301.4536197773
4119,EVANGELINE POWER STATION,30.862416,-92.288739,2180 ST LANDRY HWY,ST. LANDRY,LA,71367-3062,EVANGELINE,22039.0,221112,,Power Plants,,,,,41191.54393588856,34762.870499096,55484.91196460443,17566.079256183493,52999.14631191858
4120,GEORGIA GULF LAKE CHARLES LLC,30.252222,-93.284444,1600 VCM PLANT RD,WESTLAKE,LA,70669,CALCASIEU,22019.0,325110,,Chemicals,33241.68163889565,33826.753666924866,28360.310405911496,33389.69445973862,65813.22239774665,63165.37688158355,66749.15031356204,68742.49168470662,55046.22395556705
4121,AREA 72 CGP FACILITY,28.651637,-98.000845,5911 COUNTY ROAD 136,5911 COUNTY ROAD 136,TX,78145,,,213112,,Petroleum and Natural Gas Systems,,,,,,,43708.96461480192,41717.26067496416,34969.43612962232
4122,UNIVERSITY OF SOUTH CAROLINA,33.996305,-81.027157,BENSON SCHOOL ROOM 306,COLUMBIA,SC,29208,RICHLAND,45079.0,221330,,Power Plants,,,,,2859671.9209107133,274456.751444178,483429.6343963088,1138805.7968050938,2158933.5392715456
4123,LA CITY DEPT OF AIRPORTS - LOS ANGELES INTERNATIONAL AIRPORT (LAX),33.943608,-118.404692,275 CENTER WAY,LOS ANGELES,CA,90045,LOS ANGELES,6037.0,488119,,Other,,,,,31329.38984022453,47892.35867608497,70620.96679566766,40201.42932822494,46888.15085865831
4124,SANOFI PASTEUR INC,41.093147,-75.320461,DISCOVERY DR,SWIFTWATER,PA,18370,MONROE,42089.0,325414,,Chemicals,8531.83672582842,16727.01534939828,11461.101857925276,13681.935629471498,71558.27379407662,74239.28418574468,138758.0596218757,66595.72384589157,67269.21225776148
4125,GREAT LAKES GAS TRANSMISSION PIPELINE NAUBINWAY CS#10,46.11567,-85.444096,,NAUBINWAY,MI,49762,MACKINAC,26097.0,486210,,Petroleum and Natural Gas Systems,,,,,78788.92533185531,9888.788928144306,53997.885847980506,52973.06350126755,28938.433792455024
4126,KAISER ALUMINUM FABRICATED PRODUCTS LLC,40.01264,-82.46281,600 KAISER DR,HEATH,OH,43056,LICKING,39089.0,331318,331316.0,Metals,47859.39460443996,27416.04967758605,40249.85714417092,37188.50951981868,913748.5863067304,75513.73855281324,3101937.762925853,174020.5771099329,1473069.7882990383
4127,APPLETON COATED LLC LOCKS MILL,44.269643,-88.308421,540 PROSPECT ST,COMBINED LOCKS,WI,541130129,OUTAGAMIE,55087.0,322121,,"Pulp and Paper,Waste",40527.5751891603,40566.15754375494,31447.7672471111,30836.910505499683,69333.96665503926,40339.899114493135,36407.6025587913,22366.62231416931,46380.42998642648
4128,CENTURY CASTINGS CORP,38.526,-89.98421,1300 N ILLINOIS ST,SWANSEA,IL,62226,ST CLAIR,17163.0,331529,331528.0,Metals,20159.612435921328,11922.787011356835,18236.89084005038,18577.361156984512,83395.59996504945,25950.610832263297,66164.35501634123,41379.36555056549,48804.76119750709
